"Plan","Priority","Status"
"System - 2020-Aug Regression","2 - Medium","Passed"
"System - 2020-Aug Regression","2 - Medium","Passed"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","1 - High","Passed"
"System - 2020-Aug Regression","2 - Medium","Passed"
"System - 2020-Aug Regression","2 - Medium","Passed"
"System - 2020-Aug Regression","2 - Medium","Passed"
"System - 2020-Aug Regression","2 - Medium","Passed"
"System - 2020-Aug Regression","2 - Medium","Passed"
"System - 2020-Aug Regression","2 - Medium","Passed"
"System - 2020-Aug Regression","2 - Medium","Passed"
"System - 2020-Aug Regression","2 - Medium","Passed"
"System - 2020-Aug Regression","2 - Medium","Passed"
"System - 2020-Aug Regression","1 - High","Passed"
"System - 2020-Aug Regression","2 - Medium","Passed"
"System - 2020-Aug Regression","2 - Medium","Passed"
"System - 2020-Aug Regression","2 - Medium","Passed"
"System - 2020-Aug Regression","2 - Medium","Passed"
"System - 2020-Aug Regression","2 - Medium","Passed"
"System - 2020-Aug Regression","2 - Medium","Passed"
"System - 2020-Aug Regression","2 - Medium","Passed"
"System - 2020-Aug Regression","2 - Medium","Passed"
"System - 2020-Aug Regression","2 - Medium","Passed"
"System - 2020-Aug Regression","2 - Medium","Passed"
"System - 2020-Aug Regression","2 - Medium","Passed"
"System - 2020-Aug Regression","2 - Medium","Passed"
"System - 2020-Aug Regression","1 - High","Passed"
"System - 2020-Aug Regression","2 - Medium","Passed"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Passed"
"System - 2020-Aug Regression","2 - Medium","Passed"
"System - 2020-Aug Regression","2 - Medium","Passed"
"System - 2020-Aug Regression","2 - Medium","Passed"
"System - 2020-Aug Regression","2 - Medium","Passed"
"System - 2020-Aug Regression","2 - Medium","Passed"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","1 - High","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","1 - High","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","1 - High","Untested"
"System - 2020-Aug Regression","1 - High","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","1 - High","Passed"
"System - 2020-Aug Regression","1 - High","Passed"
"System - 2020-Aug Regression","1 - High","Passed"
"System - 2020-Aug Regression","1 - High","Passed"
"System - 2020-Aug Regression","1 - High","Passed"
"System - 2020-Aug Regression","1 - High","Passed"
"System - 2020-Aug Regression","1 - High","Passed"
"System - 2020-Aug Regression","1 - High","Passed"
"System - 2020-Aug Regression","1 - High","Untested"
"System - 2020-Aug Regression","1 - High","Untested"
"System - 2020-Aug Regression","1 - High","Passed"
"System - 2020-Aug Regression","1 - High","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","1 - High","Passed"
"System - 2020-Aug Regression","1 - High","Passed"
"System - 2020-Aug Regression","1 - High","Passed"
"System - 2020-Aug Regression","1 - High","Passed"
"System - 2020-Aug Regression","1 - High","Passed"
"System - 2020-Aug Regression","1 - High","Untested"
"System - 2020-Aug Regression","1 - High","Untested"
"System - 2020-Aug Regression","1 - High","Passed"
"System - 2020-Aug Regression","2 - Medium","Passed"
"System - 2020-Aug Regression","2 - Medium","Passed"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","1 - High","Passed"
"System - 2020-Aug Regression","2 - Medium","Passed"
"System - 2020-Aug Regression","2 - Medium","Passed"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","1 - High","Passed"
"System - 2020-Aug Regression","1 - High","Passed"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","1 - High","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","3 - Low","Untested"
"System - 2020-Aug Regression","3 - Low","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","3 - Low","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","1 - High","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","1 - High","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"Tasks - 2020-Aug Regression","1 - High","Passed"
"Tasks - 2020-Aug Regression","2 - Medium","Passed"
"Tasks - 2020-Aug Regression","1 - High","Passed"
"Tasks - 2020-Aug Regression","1 - High","Passed"
"Tasks - 2020-Aug Regression","1 - High","Passed"
"Tasks - 2020-Aug Regression","1 - High","Passed"
"Tasks - 2020-Aug Regression","1 - High","Passed"
"Tasks - 2020-Aug Regression","2 - Medium","Passed"
"Tasks - 2020-Aug Regression","1 - High","Passed"
"Tasks - 2020-Aug Regression","1 - High","Passed"
"Tasks - 2020-Aug Regression","1 - High","Passed"
"Tasks - 2020-Aug Regression","1 - High","Passed"
"Tasks - 2020-Aug Regression","1 - High","Passed"
"Tasks - 2020-Aug Regression","1 - High","Passed"
"Tasks - 2020-Aug Regression","1 - High","Passed"
"Tasks - 2020-Aug Regression","1 - High","Passed"
"Tasks - 2020-Aug Regression","1 - High","Passed"
"Tasks - 2020-Aug Regression","1 - High","Passed"
"Tasks - 2020-Aug Regression","1 - High","Passed"
"Tasks - 2020-Aug Regression","1 - High","Passed"
"Tasks - 2020-Aug Regression","1 - High","Passed"
"Tasks - 2020-Aug Regression","1 - High","Passed"
"Tasks - 2020-Aug Regression","1 - High","Passed"
"Tasks - 2020-Aug Regression","2 - Medium","Untested"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","1 - High","Passed"
"Tasks - 2020-Aug Regression","1 - High","Passed"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","1 - High","Passed"
"Tasks - 2020-Aug Regression","1 - High","Passed"
"Tasks - 2020-Aug Regression","1 - High","Passed"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","1 - High","Passed"
"Tasks - 2020-Aug Regression","0 - Critical","Passed"
"Tasks - 2020-Aug Regression","1 - High","Passed"
"Tasks - 2020-Aug Regression","1 - High","Passed"
"Tasks - 2020-Aug Regression","1 - High","Passed"
"Tasks - 2020-Aug Regression","1 - High","Passed"
"Tasks - 2020-Aug Regression","1 - High","Passed"
"Tasks - 2020-Aug Regression","1 - High","Passed"
"Tasks - 2020-Aug Regression","1 - High","Passed"
"Tasks - 2020-Aug Regression","1 - High","Passed"
"Tasks - 2020-Aug Regression","2 - Medium","Untested"
"Tasks - 2020-Aug Regression","2 - Medium","Untested"
"Tasks - 2020-Aug Regression","2 - Medium","Untested"
"Tasks - 2020-Aug Regression","2 - Medium","Untested"
"Tasks - 2020-Aug Regression","2 - Medium","Untested"
"Tasks - 2020-Aug Regression","2 - Medium","Untested"
"Tasks - 2020-Aug Regression","2 - Medium","Untested"
"Tasks - 2020-Aug Regression","1 - High","Passed"
"Tasks - 2020-Aug Regression","1 - High","Passed"
"Tasks - 2020-Aug Regression","1 - High","Passed"
"Tasks - 2020-Aug Regression","1 - High","Passed"
"Tasks - 2020-Aug Regression","1 - High","Passed"
"Tasks - 2020-Aug Regression","1 - High","Passed"
"Tasks - 2020-Aug Regression","1 - High","Passed"
"Tasks - 2020-Aug Regression","0 - Critical","Untested"
"Tasks - 2020-Aug Regression","0 - Critical","Untested"
"Tasks - 2020-Aug Regression","0 - Critical","Untested"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","0 - Critical","Untested"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","2 - Medium","Untested"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","2 - Medium","Untested"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","2 - Medium","Untested"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","0 - Critical","Untested"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","1 - High","Untested"
"Tasks - 2020-Aug Regression","2 - Medium","Untested"
"Tasks - 2020-Aug Regression","2 - Medium","Untested"
"Tasks - 2020-Aug Regression","2 - Medium","Untested"
"Tasks - 2020-Aug Regression","2 - Medium","Untested"
"Tasks - 2020-Aug Regression","2 - Medium","Untested"
"Tasks - 2020-Aug Regression","2 - Medium","Untested"
"Tasks - 2020-Aug Regression","2 - Medium","Untested"
"Tasks - 2020-Aug Regression","3 - Low","Passed"
"Tasks - 2020-Aug Regression","3 - Low","Passed"
"Users - 2020 - Aug Regression","2 - Medium","Passed"
"Users - 2020 - Aug Regression","2 - Medium","Passed"
"Users - 2020 - Aug Regression","2 - Medium","Passed"
"Users - 2020 - Aug Regression","2 - Medium","Passed"
"Users - 2020 - Aug Regression","2 - Medium","Passed"
"Users - 2020 - Aug Regression","2 - Medium","Passed"
"Users - 2020 - Aug Regression","2 - Medium","Passed"
"Users - 2020 - Aug Regression","2 - Medium","Passed"
"Users - 2020 - Aug Regression","2 - Medium","Passed"
"Users - 2020 - Aug Regression","2 - Medium","Passed"
"Users - 2020 - Aug Regression","2 - Medium","Passed"
"Users - 2020 - Aug Regression","2 - Medium","Passed"
"Users - 2020 - Aug Regression","2 - Medium","Passed"
"Users - 2020 - Aug Regression","2 - Medium","Passed"
"Users - 2020 - Aug Regression","2 - Medium","Passed"
"Users - 2020 - Aug Regression","2 - Medium","Passed"
"Users - 2020 - Aug Regression","2 - Medium","Passed"
"Users - 2020 - Aug Regression","2 - Medium","Passed"
"Users - 2020 - Aug Regression","2 - Medium","Passed"
"Users - 2020 - Aug Regression","2 - Medium","Passed"
"Users - 2020 - Aug Regression","1 - High","Passed"
"Users - 2020 - Aug Regression","0 - Critical","Passed"
"Users - 2020 - Aug Regression","1 - High","Passed"
"Users - 2020 - Aug Regression","2 - Medium","Passed"
"Users - 2020 - Aug Regression","1 - High","Passed"
"Users - 2020 - Aug Regression","1 - High","Passed"
"Users - 2020 - Aug Regression","1 - High","Passed"
"Users - 2020 - Aug Regression","1 - High","Passed"
"Users - 2020 - Aug Regression","1 - High","Passed"
"Users - 2020 - Aug Regression","2 - Medium","Passed"
